monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,1,0,1,20250615,20250706,266
0,0,0,0,1,0,1,20250615,20250706,716
0,0,0,0,1,0,1,20250618,20250706,422
0,0,0,0,1,0,1,20250620,20250622,242
0,0,0,0,1,0,1,20250620,20250706,705
0,0,0,0,1,0,1,20250621,20250627,540
0,0,0,0,1,0,1,20250622,20250706,554
0,0,0,0,1,0,1,20250629,20250704,742
0,0,0,0,1,0,1,20250629,20250706,268
0,0,0,0,1,0,1,20250704,20250706,952
0,0,0,0,1,1,0,20250608,20250620,567
0,0,0,0,1,1,0,20250608,20250705,968
0,0,0,0,1,1,0,20250613,20250614,1029
0,0,0,0,1,1,0,20250613,20250614,1101
0,0,0,0,1,1,0,20250613,20250615,224
0,0,0,0,1,1,0,20250613,20250627,138
0,0,0,0,1,1,0,20250613,20250705,591
0,0,0,0,1,1,0,20250618,20250627,762
0,0,0,0,1,1,0,20250620,20250621,607
0,0,0,0,1,1,0,20250620,20250622,834
0,0,0,0,1,1,0,20250620,20250704,876
0,0,0,0,1,1,0,20250620,20250705,667
0,0,0,0,1,1,0,20250626,20250704,1017
0,0,0,0,1,1,0,20250627,20250628,146
0,0,0,0,1,1,0,20250627,20250628,41
0,0,0,0,1,1,0,20250627,20250628,528
0,0,0,0,1,1,0,20250627,20250705,1064
0,0,0,0,1,1,0,20250628,20250705,699
0,0,0,0,1,1,0,20250704,20250705,1125
0,0,0,0,1,1,1,20250608,20250614,1021
0,0,0,0,1,1,1,20250608,20250615,1052
0,0,0,0,1,1,1,20250613,20250615,658
0,0,0,0,1,1,1,20250620,20250622,61
0,0,0,0,1,1,1,20250621,20250704,276
0,0,0,0,1,1,1,20250627,20250629,883
0,0,0,0,1,1,1,20250628,20250706,593
0,0,0,0,1,1,1,20250704,20250706,654
0,0,0,1,0,0,0,20250610,20250619,333
0,0,0,1,0,0,0,20250612,20250704,264
0,0,0,1,0,0,0,20250619,20250626,187
0,0,0,1,0,0,0,20250619,20250703,380
0,0,0,1,0,0,0,20250619,20250703,428
0,0,0,1,0,0,1,20250608,20250612,167
0,0,0,1,0,0,1,20250615,20250619,460
0,0,0,1,0,0,1,20250615,20250619,509
0,0,0,1,0,0,1,20250615,20250619,820
0,0,0,1,0,0,1,20250619,20250622,831
0,0,0,1,0,0,1,20250626,20250629,882
0,0,0,1,0,0,1,20250629,20250703,1119
0,0,0,1,0,1,0,20250612,20250614,394
0,0,0,1,0,1,0,20250614,20250619,646
0,0,0,1,0,1,0,20250614,20250621,677
0,0,0,1,0,1,0,20250614,20250622,908
0,0,0,1,0,1,0,20250626,20250628,484
0,0,0,1,0,1,0,20250626,20250628,750
0,0,0,1,0,1,0,20250626,20250628,856
0,0,0,1,0,1,1,20250608,20250614,633
0,0,0,1,0,1,1,20250614,20250619,671
0,0,0,1,0,1,1,20250614,20250621,766
0,0,0,1,0,1,1,20250615,20250622,574
0,0,0,1,0,1,1,20250619,20250622,160
0,0,0,1,0,1,1,20250622,20250629,864
0,0,0,1,1,0,0,20250612,20250613,680
0,0,0,1,1,0,0,20250612,20250704,237
0,0,0,1,1,0,0,20250613,20250619,642
0,0,0,1,1,0,0,20250619,20250620,121
0,0,0,1,1,0,0,20250619,20250620,211
0,0,0,1,1,0,0,20250619,20250620,249
0,0,0,1,1,0,0,20250620,20250626,807
0,0,0,1,1,0,0,20250626,20250627,369
0,0,0,1,1,0,0,20250703,20250704,79
0,0,0,1,1,0,1,20250608,20250613,669
0,0,0,1,1,0,1,20250613,20250619,594
0,0,0,1,1,0,1,20250622,20250629,290
0,0,0,1,1,1,0,20250612,20250614,562
0,0,0,1,1,1,0,20250614,20250705,904
0,0,0,1,1,1,0,20250619,20250621,3
0,0,0,1,1,1,0,20250626,20250628,407
0,0,0,1,1,1,0,20250703,20250705,75
0,0,0,1,1,1,1,20250608,20250614,771
0,0,0,1,1,1,1,20250620,20250702,846
0,0,0,1,1,1,1,20250621,20250628,387
0,0,0,1,1,1,1,20250621,20250629,974
0,0,0,1,1,1,1,20250703,20250706,409
0,0,1,0,0,0,0,20250610,20250619,953
0,0,1,0,0,0,0,20250611,20250618,329
0,0,1,0,0,0,1,20250608,20250611,501
0,0,1,0,0,0,1,20250615,20250618,413
0,0,1,0,0,0,1,20250615,20250703,791
0,0,1,0,0,0,1,20250621,20250629,431
0,0,1,0,0,0,1,20250629,20250702,1070
0,0,1,0,0,0,1,20250702,20250706,971
0,0,1,0,0,1,1,20250610,20250622,145
0,0,1,0,0,1,1,20250615,20250702,443
0,0,1,0,1,0,0,20250611,20250613,731
0,0,1,0,1,0,0,20250613,20250618,63
0,0,1,0,1,0,0,20250618,20250620,739
0,0,1,0,1,0,0,20250625,20250627,758
0,0,1,0,1,0,0,20250702,20250704,1126
0,0,1,0,1,0,1,20250629,20250708,712
0,0,1,1,0,0,0,20250611,20250612,335
0,0,1,1,0,0,0,20250618,20250619,1103
0,0,1,1,0,0,0,20250625,20250626,872
0,0,1,1,0,0,0,20250702,20250703,958
0,0,1,1,0,0,0,20250702,20250708,906
0,0,1,1,1,0,0,20250608,20250705,585
0,0,1,1,1,0,0,20250611,20250613,612
0,0,1,1,1,0,0,20250611,20250613,808
0,0,1,1,1,0,0,20250613,20250619,468
0,0,1,1,1,0,0,20250613,20250620,516
0,0,1,1,1,0,0,20250618,20250620,780
0,0,1,1,1,0,0,20250625,20250706,1007
0,0,1,1,1,0,0,20250702,20250706,663
0,0,1,1,1,1,0,20250611,20250614,711
0,0,1,1,1,1,0,20250625,20250628,236
0,0,1,1,1,1,1,20250611,20250615,324
0,1,0,0,0,0,0,20250701,20250708,318
0,1,0,0,0,0,1,20250608,20250610,470
0,1,0,0,0,0,1,20250615,20250617,1044
0,1,0,0,0,0,1,20250706,20250708,1151
0,1,0,0,0,0,1,20250706,20250708,444
0,1,0,0,0,1,0,20250610,20250614,308
0,1,0,0,0,1,0,20250610,20250614,499
0,1,0,0,0,1,0,20250628,20250701,403
0,1,0,0,0,1,1,20250615,20250629,842
0,1,0,0,0,1,1,20250705,20250708,941
0,1,0,0,1,0,0,20250610,20250613,922
0,1,0,0,1,0,0,20250624,20250627,1074
0,1,0,0,1,1,0,20250613,20250617,315
0,1,0,1,0,0,0,20250610,20250612,193
0,1,0,1,0,0,0,20250617,20250619,400
0,1,0,1,0,0,0,20250624,20250626,423
0,1,0,1,0,0,0,20250624,20250626,624
0,1,0,1,0,0,0,20250701,20250708,312
0,1,0,1,0,0,1,20250615,20250619,454
0,1,0,1,0,1,0,20250621,20250626,350
0,1,0,1,0,1,1,20250615,20250625,565
0,1,0,1,1,0,0,20250610,20250613,216
0,1,0,1,1,0,0,20250610,20250627,1082
0,1,0,1,1,0,0,20250624,20250627,895
0,1,0,1,1,0,0,20250703,20250708,477
0,1,0,1,1,0,1,20250629,20250706,1152
0,1,0,1,1,1,1,20250608,20250614,728
0,1,1,0,0,0,0,20250610,20250611,253
0,1,1,0,0,0,0,20250610,20250611,8
0,1,1,0,0,0,0,20250617,20250618,265
0,1,1,0,0,0,0,20250618,20250624,445
0,1,1,0,0,0,0,20250619,20250701,4
0,1,1,0,0,0,0,20250624,20250625,784
0,1,1,0,0,0,0,20250624,20250629,1105
0,1,1,0,0,0,0,20250701,20250702,330
0,1,1,0,0,0,1,20250611,20250708,653
0,1,1,0,0,0,1,20250706,20250707,177
0,1,1,0,0,1,0,20250610,20250614,713
0,1,1,0,1,0,0,20250610,20250613,983
0,1,1,0,1,0,0,20250617,20250620,119
0,1,1,0,1,0,1,20250608,20250622,472
0,1,1,0,1,1,0,20250617,20250621,823
0,1,1,0,1,1,1,20250620,20250703,844
0,1,1,1,0,0,0,20250608,20250618,717
0,1,1,1,0,0,0,20250610,20250612,521
0,1,1,1,0,0,0,20250610,20250612,788
0,1,1,1,0,0,0,20250610,20250615,577
0,1,1,1,0,0,0,20250610,20250703,199
0,1,1,1,0,0,0,20250617,20250619,244
0,1,1,1,0,0,0,20250624,20250626,426
0,1,1,1,0,0,0,20250624,20250626,519
0,1,1,1,0,0,0,20250701,20250703,1036
0,1,1,1,0,0,0,20250701,20250708,572
0,1,1,1,0,0,0,20250702,20250708,206
0,1,1,1,0,0,1,20250608,20250612,1028
0,1,1,1,0,0,1,20250608,20250620,792
0,1,1,1,0,0,1,20250616,20250703,611
0,1,1,1,0,0,1,20250701,20250708,181
0,1,1,1,0,1,0,20250610,20250614,1116
0,1,1,1,0,1,0,20250701,20250708,703
0,1,1,1,0,1,1,20250608,20250614,353
0,1,1,1,1,0,0,20250610,20250613,347
0,1,1,1,1,0,0,20250610,20250613,358
0,1,1,1,1,0,0,20250610,20250613,55
0,1,1,1,1,0,0,20250610,20250613,729
0,1,1,1,1,0,0,20250610,20250708,155
0,1,1,1,1,0,0,20250610,20250708,627
0,1,1,1,1,0,0,20250611,20250618,626
0,1,1,1,1,0,0,20250617,20250626,158
0,1,1,1,1,0,0,20250617,20250708,238
0,1,1,1,1,0,0,20250622,20250705,541
0,1,1,1,1,0,0,20250624,20250627,432
0,1,1,1,1,0,0,20250625,20250708,934
0,1,1,1,1,0,0,20250627,20250708,1149
0,1,1,1,1,0,0,20250630,20250708,112
0,1,1,1,1,0,0,20250701,20250704,373
0,1,1,1,1,0,1,20250608,20250620,1026
0,1,1,1,1,0,1,20250608,20250622,694
0,1,1,1,1,0,1,20250609,20250703,1095
0,1,1,1,1,0,1,20250610,20250615,1130
0,1,1,1,1,0,1,20250610,20250704,339
0,1,1,1,1,0,1,20250612,20250626,12
0,1,1,1,1,0,1,20250615,20250708,457
0,1,1,1,1,0,1,20250625,20250708,1132
0,1,1,1,1,1,0,20250610,20250614,926
0,1,1,1,1,1,0,20250610,20250615,245
0,1,1,1,1,1,0,20250611,20250708,620
0,1,1,1,1,1,0,20250617,20250708,1035
0,1,1,1,1,1,0,20250620,20250627,171
0,1,1,1,1,1,0,20250624,20250628,383
0,1,1,1,1,1,0,20250630,20250708,362
0,1,1,1,1,1,0,20250701,20250705,931
0,1,1,1,1,1,1,20250608,20250614,724
0,1,1,1,1,1,1,20250608,20250626,887
0,1,1,1,1,1,1,20250608,20250704,346
0,1,1,1,1,1,1,20250608,20250704,427
0,1,1,1,1,1,1,20250610,20250615,21
0,1,1,1,1,1,1,20250614,20250627,907
0,1,1,1,1,1,1,20250615,20250708,446
0,1,1,1,1,1,1,20250615,20250708,726
0,1,1,1,1,1,1,20250621,20250705,508
0,1,1,1,1,1,1,20250621,20250708,232
0,1,1,1,1,1,1,20250624,20250629,622
0,1,1,1,1,1,1,20250627,20250708,898
0,1,1,1,1,1,1,20250701,20250708,67
1,0,0,0,0,0,0,20250609,20250623,513
1,0,0,0,0,0,0,20250610,20250623,189
1,0,0,0,0,0,0,20250610,20250630,105
1,0,0,0,0,0,0,20250616,20250623,377
1,0,0,0,0,0,0,20250616,20250630,935
1,0,0,0,0,0,0,20250616,20250707,156
1,0,0,0,0,0,0,20250620,20250630,70
1,0,0,0,0,0,0,20250623,20250630,896
1,0,0,0,0,0,0,20250629,20250707,1066
1,0,0,0,0,0,0,20250630,20250707,795
1,0,0,0,0,0,1,20250608,20250609,15
1,0,0,0,0,0,1,20250608,20250609,553
1,0,0,0,0,0,1,20250608,20250609,751
1,0,0,0,0,0,1,20250608,20250609,900
1,0,0,0,0,0,1,20250608,20250615,9
1,0,0,0,0,0,1,20250609,20250615,781
1,0,0,0,0,0,1,20250615,20250616,798
1,0,0,0,0,0,1,20250616,20250629,411
1,0,0,0,0,0,1,20250622,20250623,309
1,0,0,0,0,0,1,20250628,20250706,1076
1,0,0,0,0,0,1,20250629,20250630,1073
1,0,0,0,0,1,0,20250609,20250614,826
1,0,0,0,0,1,0,20250609,20250615,1135
1,0,0,0,0,1,0,20250614,20250616,992
1,0,0,0,0,1,0,20250614,20250701,668
1,0,0,0,0,1,0,20250614,20250701,948
1,0,0,0,0,1,0,20250616,20250630,608
1,0,0,0,0,1,0,20250621,20250623,688
1,0,0,0,0,1,0,20250628,20250705,31
1,0,0,0,0,1,0,20250705,20250707,331
1,0,0,0,0,1,1,20250608,20250614,497
1,0,0,0,0,1,1,20250608,20250614,725
1,0,0,0,0,1,1,20250608,20250614,736
1,0,0,0,0,1,1,20250608,20250615,827
1,0,0,0,0,1,1,20250609,20250615,877
1,0,0,0,0,1,1,20250609,20250616,144
1,0,0,0,0,1,1,20250616,20250629,587
1,0,0,0,0,1,1,20250621,20250623,93
1,0,0,0,0,1,1,20250628,20250630,416
1,0,0,0,1,0,0,20250609,20250613,523
1,0,0,0,1,0,0,20250609,20250613,804
1,0,0,0,1,0,0,20250609,20250613,932
1,0,0,0,1,0,0,20250620,20250623,855
1,0,0,0,1,0,0,20250620,20250704,551
1,0,0,0,1,0,0,20250630,20250704,1047
1,0,0,0,1,0,1,20250608,20250613,763
1,0,0,0,1,0,1,20250609,20250615,435
1,0,0,0,1,0,1,20250615,20250620,441
1,0,0,0,1,0,1,20250621,20250627,62
1,0,0,0,1,1,0,20250630,20250705,821
1,0,0,0,1,1,1,20250608,20250614,899
1,0,0,0,1,1,1,20250628,20250704,354
1,0,0,1,0,0,0,20250608,20250626,223
1,0,0,1,0,0,0,20250609,20250612,243
1,0,0,1,0,0,0,20250616,20250619,134
1,0,0,1,0,0,0,20250616,20250623,840
1,0,0,1,0,0,0,20250619,20250626,275
1,0,0,1,0,0,0,20250619,20250628,473
1,0,0,1,0,0,0,20250623,20250626,865
1,0,0,1,0,0,0,20250630,20250703,230
1,0,0,1,0,0,1,20250608,20250612,1106
1,0,0,1,0,0,1,20250608,20250618,104
1,0,0,1,0,0,1,20250610,20250618,65
1,0,0,1,0,0,1,20250616,20250626,495
1,0,0,1,0,1,1,20250608,20250614,746
1,0,0,1,0,1,1,20250608,20250621,492
1,0,0,1,1,0,1,20250608,20250627,966
1,0,0,1,1,0,1,20250609,20250619,178
1,0,0,1,1,1,0,20250616,20250704,770
1,0,0,1,1,1,1,20250608,20250708,440
1,0,0,1,1,1,1,20250612,20250616,364
1,0,0,1,1,1,1,20250614,20250627,393
1,0,1,0,0,0,0,20250609,20250611,534
1,0,1,0,0,0,0,20250616,20250618,424
1,0,1,0,0,0,0,20250616,20250625,1087
1,0,1,0,0,0,0,20250623,20250625,580
1,0,1,0,0,0,0,20250630,20250702,332
1,0,1,0,0,0,0,20250630,20250707,836
1,0,1,0,0,0,1,20250608,20250611,307
1,0,1,0,0,0,1,20250615,20250618,185
1,0,1,0,0,1,1,20250608,20250614,503
1,0,1,0,1,0,0,20250616,20250708,183
1,0,1,0,1,0,1,20250608,20250613,628
1,0,1,0,1,0,1,20250615,20250627,660
1,0,1,0,1,1,1,20250616,20250625,71
1,0,1,1,0,0,0,20250609,20250612,83
1,0,1,1,0,0,0,20250609,20250622,496
1,0,1,1,0,0,0,20250609,20250707,247
1,0,1,1,0,0,0,20250616,20250630,28
1,0,1,1,0,0,0,20250618,20250623,378
1,0,1,1,0,0,0,20250620,20250701,221
1,0,1,1,0,0,0,20250623,20250626,987
1,0,1,1,0,1,0,20250609,20250614,1081
1,0,1,1,0,1,0,20250616,20250626,328
1,0,1,1,0,1,1,20250623,20250629,291
1,0,1,1,1,0,0,20250609,20250613,775
1,0,1,1,1,0,0,20250630,20250704,500
1,0,1,1,1,0,0,20250702,20250707,1131
1,0,1,1,1,0,1,20250608,20250615,796
1,0,1,1,1,0,1,20250627,20250708,1056
1,0,1,1,1,1,0,20250611,20250616,997
1,0,1,1,1,1,0,20250623,20250628,212
1,0,1,1,1,1,1,20250608,20250614,292
1,0,1,1,1,1,1,20250608,20250626,1142
1,0,1,1,1,1,1,20250608,20250627,913
1,0,1,1,1,1,1,20250609,20250705,1146
1,0,1,1,1,1,1,20250611,20250616,352
1,1,0,0,0,0,0,20250609,20250610,36
1,1,0,0,0,0,0,20250610,20250708,194
1,1,0,0,0,0,0,20250616,20250617,172
1,1,0,0,0,0,0,20250616,20250617,283
1,1,0,0,0,0,0,20250616,20250623,481
1,1,0,0,0,0,0,20250623,20250624,532
1,1,0,0,0,0,0,20250630,20250701,1051
1,1,0,0,0,0,0,20250630,20250708,639
1,1,0,0,0,0,0,20250701,20250708,2
1,1,0,0,0,0,0,20250707,20250708,1114
1,1,0,0,0,0,1,20250608,20250610,485
1,1,0,0,0,0,1,20250608,20250610,614
1,1,0,0,0,0,1,20250608,20250610,95
1,1,0,0,0,0,1,20250615,20250617,344
1,1,0,0,0,0,1,20250615,20250617,596
1,1,0,0,0,0,1,20250615,20250627,957
1,1,0,0,0,0,1,20250706,20250708,343
1,1,0,0,0,0,1,20250706,20250708,363
1,1,0,0,0,0,1,20250706,20250708,578
1,1,0,0,0,1,0,20250705,20250708,351
1,1,0,0,0,1,1,20250608,20250614,566
1,1,0,0,0,1,1,20250608,20250614,809
1,1,0,0,0,1,1,20250615,20250626,486
1,1,0,0,0,1,1,20250615,20250627,1140
1,1,0,0,0,1,1,20250701,20250708,1063
1,1,0,0,0,1,1,20250705,20250708,586
1,1,0,0,1,0,0,20250616,20250620,313
1,1,0,0,1,0,0,20250616,20250623,107
1,1,0,0,1,0,0,20250616,20250626,1115
1,1,0,0,1,0,0,20250616,20250708,550
1,1,0,0,1,0,0,20250630,20250704,767
1,1,0,0,1,0,1,20250608,20250613,556
1,1,0,0,1,0,1,20250615,20250620,1059
1,1,0,0,1,0,1,20250615,20250626,905
1,1,0,0,1,1,0,20250616,20250626,1107
1,1,0,0,1,1,0,20250704,20250708,547
1,1,0,0,1,1,1,20250608,20250614,709
1,1,0,0,1,1,1,20250608,20250620,386
1,1,0,0,1,1,1,20250615,20250622,277
1,1,0,0,1,1,1,20250615,20250626,257
1,1,0,0,1,1,1,20250616,20250626,918
1,1,0,0,1,1,1,20250616,20250708,425
1,1,0,0,1,1,1,20250704,20250708,210
1,1,0,1,0,0,0,20250609,20250612,510
1,1,0,1,0,0,0,20250610,20250620,768
1,1,0,1,0,0,0,20250616,20250708,979
1,1,0,1,0,0,0,20250623,20250626,641
1,1,0,1,0,0,0,20250625,20250703,1078
1,1,0,1,0,0,1,20250608,20250612,814
1,1,0,1,0,0,1,20250623,20250626,645
1,1,0,1,0,0,1,20250703,20250706,18
1,1,0,1,0,1,1,20250623,20250629,720
1,1,0,1,1,0,0,20250609,20250613,58
1,1,0,1,1,0,0,20250610,20250704,143
1,1,0,1,1,0,0,20250703,20250708,537
1,1,0,1,1,0,1,20250608,20250613,397
1,1,0,1,1,0,1,20250609,20250627,759
1,1,0,1,1,0,1,20250610,20250622,597
1,1,0,1,1,0,1,20250629,20250706,946
1,1,0,1,1,1,0,20250628,20250706,164
1,1,0,1,1,1,1,20250608,20250614,760
1,1,0,1,1,1,1,20250608,20250615,930
1,1,0,1,1,1,1,20250608,20250708,1128
1,1,0,1,1,1,1,20250608,20250708,184
1,1,0,1,1,1,1,20250615,20250626,837
1,1,0,1,1,1,1,20250615,20250704,810
1,1,0,1,1,1,1,20250615,20250708,38
1,1,0,1,1,1,1,20250621,20250708,475
1,1,0,1,1,1,1,20250621,20250708,772
1,1,1,0,0,0,0,20250609,20250611,529
1,1,1,0,0,0,0,20250609,20250611,72
1,1,1,0,0,0,0,20250611,20250708,288
1,1,1,0,0,0,0,20250616,20250618,1067
1,1,1,0,0,0,0,20250616,20250618,623
1,1,1,0,0,0,0,20250616,20250624,604
1,1,1,0,0,0,0,20250616,20250626,752
1,1,1,0,0,0,0,20250616,20250627,161
1,1,1,0,0,0,0,20250623,20250625,978
1,1,1,0,0,0,0,20250623,20250707,482
1,1,1,0,0,0,0,20250630,20250702,159
1,1,1,0,0,0,0,20250630,20250702,845
1,1,1,0,0,0,0,20250630,20250707,1117
1,1,1,0,0,0,0,20250630,20250708,1011
1,1,1,0,0,0,1,20250608,20250611,281
1,1,1,0,0,0,1,20250610,20250616,360
1,1,1,0,0,0,1,20250610,20250622,22
1,1,1,0,0,0,1,20250615,20250618,269
1,1,1,0,0,0,1,20250615,20250618,939
1,1,1,0,0,0,1,20250615,20250622,233
1,1,1,0,0,0,1,20250615,20250627,684
1,1,1,0,0,0,1,20250617,20250629,405
1,1,1,0,0,0,1,20250622,20250625,376
1,1,1,0,0,0,1,20250627,20250706,151
1,1,1,0,0,0,1,20250627,20250708,389
1,1,1,0,0,0,1,20250629,20250702,902
1,1,1,0,0,1,0,20250616,20250703,886
1,1,1,0,0,1,0,20250617,20250708,927
1,1,1,0,0,1,0,20250618,20250628,885
1,1,1,0,0,1,1,20250608,20250614,125
1,1,1,0,0,1,1,20250608,20250626,1062
1,1,1,0,0,1,1,20250610,20250625,692
1,1,1,0,0,1,1,20250614,20250618,1090
1,1,1,0,0,1,1,20250628,20250702,923
1,1,1,0,0,1,1,20250628,20250706,1
1,1,1,0,1,0,0,20250608,20250620,634
1,1,1,0,1,0,0,20250609,20250613,989
1,1,1,0,1,0,0,20250610,20250620,1032
1,1,1,0,1,0,0,20250610,20250620,841
